TR10737-5,Identification,Identification,500000.401.000,Microbiology
TR10738-3,Autopsy Pathology,Autopsy Pathology,700000.101.000,Pathology
TR10739-1,Cancer Cytogenetics,Cancer Cytogenetics,,Pathology
TR10740-9,Cytogenetics,Cytogenetics,,Pathology
TR10741-7,Cytology Non-Cervico/Vaginal,Cytology Non-Cervico/Vaginal,700000.106.000,Pathology
TR10742-5,Cytology Non-Gynecological Fine Needle Aspiration Biopsy,Cytology Non-Gynecological Fine Needle Aspiration Biopsy,700000.107.000,Pathology
TR10743-3,Papanicolaou Smear Conventional,Papanicolaou Smear Conventional,700000.108.000,Pathology
TR10744-1,Papanicolaou Smear Liquid Based,Papanicolaou Smear Liquid Based,700000.109.000,Pathology
TR10745-8,Molecular Pathology,Molecular Pathology,,Pathology
TR10746-6,Semen Analysis Complete,Semen Analysis Complete,700000.104.000,Pathology
TR10747-4,Semen Analysis Post-vasectomy,Semen Analysis Post-vasectomy,700000.105.000,Pathology
TR10748-2,Surgical Pathology,Surgical Pathology,700000.102.000,Pathology
TR10749-0,Electron Microscopy,Electron Microscopy,,Pathology
TR10750-8,Amoebic Antibody Acute,Amoebic Antibody Acute,,Microbiology
TR10751-6,Amoebic Antibody Convalescent,Amoebic Antibody Convalescent,,Microbiology
TR10752-4,Angiostrongyliasis Antibody,Angiostrongyliasis Antibody,,Microbiology
TR10753-2,Ascaris Antibody Acute,Ascaris Antibody Acute,,Microbiology
TR10754-0,Ascaris Antibody Convalescent,Ascaris Antibody Convalescent,,Microbiology
TR10755-7,Aspergillus Antibody,Aspergillus Antibody,400000.146.000,Microbiology
TR10756-5,Actinomyces Antibody,Actinomyces Antibody,,Microbiology
TR10757-3,Babesia Antibody Acute,Babesia Antibody Acute,,Microbiology
TR10758-1,Babesia Antibody Convalescent,Babesia Antibody Convalescent,,Microbiology
TR10759-9,Bartonella Antibody Acute,Bartonella Antibody Acute,,Microbiology
TR10760-7,Bartonella Antibody Convalescent,Bartonella Antibody Convalescent,,Microbiology
TR10761-5,Blastomyces Antibody Acute,Blastomyces Antibody Acute,,Microbiology
TR10762-3,Blastomyces Antibody Convalescent,Blastomyces Antibody Convalescent,,Microbiology
TR10763-1,Bordetella Pertussis Antibody Acute,Bordetella Pertussis Antibody Acute,,Microbiology
TR10764-9,Bordetella Pertussis Antibody Convalescent,Bordetella Pertussis Antibody Convalescent,,Microbiology
TR10765-6,Borrelia recurrentis Acute,Borrelia recurrentis Acute,,Microbiology
TR10766-4,Borrelia recurrentis Convalescent,Borrelia recurrentis Convalescent,,Microbiology
TR10767-2,Borrelia Burgdorferi Antibody Acute,Borrelia Burgdorferi Antibody Acute,,Microbiology
TR10768-0,Borrelia Burgdorferi Antibody Convalescent,Borrelia Burgdorferi Antibody Convalescent,,Microbiology
TR10769-8,Brucella Antibody Acute,Brucella Antibody Acute,,Microbiology
TR10770-6,Brucella Antibody Convalescent,Brucella Antibody Convalescent,,Microbiology
TR10771-4,Campylobacter Antibody Acute,Campylobacter Antibody Acute,,Microbiology
TR10772-2,Campylobacter Antibody Convalescent,Campylobacter Antibody Convalescent,,Microbiology
TR10773-0,Chlamydophila Psittaci Antibody IgG,Chlamydophila Psittaci Antibody IgG,,Microbiology
TR10774-8,Chlamydophila Psittaci Antibody IgM,Chlamydophila Psittaci Antibody IgM,,Microbiology
TR10775-5,Chlamydophila Psittaci Antibody Acute,Chlamydophila Psittaci Antibody Acute,,Microbiology
TR10776-3,Chlamydophila Psittaci Antibody Convalescent,Chlamydophila Psittaci Antibody Convalescent,,Microbiology
TR10777-1,Clostridium botulinum Toxin,Clostridium botulinum Toxin,,Microbiology
TR10778-9,Clostridium Tetani Antibody Acute,Clostridium Tetani Antibody Acute,,Microbiology
TR10779-7,Clostridium Tetani Antibody Convalescent,Clostridium Tetani Antibody Convalescent,,Microbiology
TR10780-5,Coccidiodomycosis Antibody Acute,Coccidiodomycosis Antibody Acute,,Microbiology
TR10781-3,Coccidioidomycosis Antibody Convalescent,Coccidioidomycosis Antibody Convalescent,,Microbiology
TR10782-1,Colorado Tick Fever Antibody Acute,Colorado Tick Fever Antibody Acute,,Microbiology
TR10783-9,Colorado Tick Fever Antibody Convalescent,Colorado Tick Fever Antibody Convalescent,,Microbiology
TR10784-7,Coxiella Burnetii Antibody Acute,Coxiella Burnetii Antibody Acute,,Microbiology
TR10785-4,Coxiella Burnetii Antibody Convalescent,Coxiella Burnetii Antibody Convalescent,,Microbiology
TR10786-2,Coxiella Burnetii Antibody IgG,Coxiella Burnetii Antibody IgG,,Microbiology
TR10787-0,Coxiella Burnetii Antibody IgM,Coxiella Burnetii Antibody IgM,,Microbiology
TR10788-8,Coxsackievirus Antibody Acute,Coxsackievirus Antibody Acute,,Microbiology
TR10789-6,Coxsackievirus Antibody Convalescent,Coxsackievirus Antibody Convalescent,,Microbiology
TR10790-4,Creutzfeld-Jakob Disease,Creutzfeld-Jakob Disease,,Microbiology
TR10791-2,Cryptococcus Antigen Acute,Cryptococcus Antigen Acute,,Microbiology
TR10792-0,Cryptococcus Antigen Convalescent,Cryptococcus Antigen Convalescent,,Microbiology
TR10793-8,Cysticercosis Antibody,Cysticercosis Antibody,400000.194.300,Microbiology
TR10794-6,Cytomegalovirus Antibody IgG,Cytomegalovirus Antibody IgG,,Microbiology
TR10795-3,Cytomegalovirus Antibody IgM,Cytomegalovirus Antibody IgM,,Microbiology
TR10796-1,Cytomegalovirus Antigen,Cytomegalovirus Antigen,400000.127.000,Microbiology
TR10797-9,Dengue Virus Antibody Acute,Dengue Antibody Acute,,Microbiology
TR10798-7,Dengue Virus Antibody Convalescent,Dengue Virus Antibody Convalescent,,Microbiology
TR10799-5,Corynebacterium diphtheriae Toxin Antibody,Corynebacterium diphtheriae Toxin Antibody,,Microbiology
TR10800-1,Eastern Equine Encephalitis Virus Antibody Acute,Eastern Equine Encephalitis Virus Antibody Acute,,Microbiology
TR10801-9,Eastern Equine Encephalitis Virus Antibody Convalescent,Eastern Equine Encephalitis Virus Antibody Convalescent,,Microbiology
TR10802-7,Echinococcus Antibody Acute,Echinococcus Antibody Acute,,Microbiology
TR10803-5,Echinococcus Antibody Convalescent,Echinococcus Antibody Convalescent,,Microbiology
TR10804-3,Ehrlichia Antibody Acute,Ehrlichia Antibody Acute,,Microbiology
TR10805-0,Ehrlichia Antibody Convalescent,Ehrlichia Antibody Convalescent,,Microbiology
TR10806-8,Epstein Barr Virus Antibody IgM,Epstein Barr Virus Antibody IgM,,Microbiology
TR10807-6,Epstein Barr Virus Serology,Epstein Barr Virus Serology,,Microbiology
TR10808-4,Filaria Antibody,Filaria Antibody,400000.194.500,Microbiology
TR10809-2,Francisella Tularensis Antibody Acute,Francisella Tularensis Antibody Acute,,Microbiology
TR10810-0,Francisella Tularensis Antibody Convalescent,Francisella Tularensis Antibody Convalescent,,Microbiology
TR10811-8,Gnathostomiasis,Gnathostomiasis,,Microbiology
TR10812-6,Haemorrhagic Fever Serology,Haemorrhagic Fever Serology,,Microbiology
TR10813-4,Hantavirus Antibody,Hantavirus Antibody,400000.127.300,Microbiology
TR10814-2,Helicobacter pylori Antibody,Helicobacter pylori Antibody,400000.175.400,Microbiology
TR10815-9,Hepatitis A Antibody IgG,Hepatitis A Antibody IgG,400000.104.000,Microbiology
TR10816-7,Hepatitis A Antibody IgM,Hepatitis A Antibody IgM,400000.105.000,Microbiology
TR10817-5,Hepatitis B Genotype,Hepatitis B Genotype,400000.109.000,Microbiology
TR10818-3,Hepatitis B Virus Surface Antigen Prenatal Screen,Hepatitis B Virus Surface Antigen Prenatal Screen,,Microbiology
TR10819-1,Hepatitis B Virus Total Core Antibody,Hepatitis B Virus Total Core Antibody,400000.118.000,Microbiology
TR10820-9,Hepatitis B Virus Core Antibody IgM,Hepatitis B Virus Core Antibody IgM,400000.112.000,Microbiology
TR10821-7,Hepatitis B Virus DNA,Hepatitis B Virus DNA,400000.113.000,Microbiology
TR10822-5,Hepatitis B Virus e Antibody,Hepatitis B Virus e Antibody,400000.114.000,Microbiology
TR10823-3,Hepatitis B Virus e Antigen,Hepatitis B Virus e Antigen,400000.115.000,Microbiology
TR10824-1,Hepatitis B Virus Surface Antibody,Hepatitis B Virus Surface Antibody,400000.116.000,Microbiology
TR10825-8,Hepatitis B Virus Surface Antigen,Hepatitis B Virus Surface Antigen,400000.117.000,Microbiology
TR10826-6,Hepatitis C Genotyping,Hepatitis C Genotyping,400000.119.000,Microbiology
TR10827-4,Hepatitis C Virus Antibody,Hepatitis C Virus Antibody,400000.120.000,Microbiology
TR10828-2,Hepatitis C Virus RNA Qualitative,Hepatitis C Virus RNA Qualitative,,Microbiology
TR10829-0,Hepatitis C Virus RNA Quantitative,Hepatitis C Virus RNA Quantitative,400000.121.000,Microbiology
TR10830-8,Hepatitis D Virus Antibody,Hepatitis D Virus Antibody,400000.123.000,Microbiology
TR10831-6,Hepatitis E Virus Antibody,Hepatitis E Virus Antibody,,Microbiology
TR10832-4,Herpes Simplex Virus Antibody IgG,Herpes Simplex Virus Antibody IgG,400000.128.000,Microbiology
TR10833-2,Herpes Simplex Virus Antibody IgM,Herpes Simplex Virus Antibody IgM,,Microbiology
TR10834-0,Herpes Virus 6 Antibody,Herpes Virus 6 Antibody,400000.129.000,Microbiology
TR10835-7,Herpes Virus 7 Antibody,Herpes Virus 7 Antibody,,Microbiology
TR10836-5,Heterophile Antibody,Heterophile Antibody,400000.260.000,Microbiology
TR10837-3,Histoplasma Antibody Acute,Histoplasma Antibody Acute,,Microbiology
TR10838-1,Histoplasma Antibody Convalescent,Histoplasma Antibody Convalescent,,Microbiology
TR10839-9,HIV 1 & 2 Antibody Confirmation,HIV 1 & 2 Antibody Confirmation,,Microbiology
TR10840-7,HIV 1 & 2 Antibody Screen,HIV 1 & 2 Antibody Screen,400000.101.000,Microbiology
TR10841-5,HIV 1 & 2 Antibody Screen Occupational Exposure,HIV 1 & 2 Antibody Screen Occupational Exposure,,Microbiology
TR10842-3,HIV 1 & 2 Antibody Screen Prenatal Screen,HIV 1 & 2 Antibody Screen Prenatal Screen,,Microbiology
TR10843-1,HIV 1 RNA Qualitative,HIV 1 RNA Qualitative,,Microbiology
TR10844-9,HIV 1 RNA Quantitative,HIV 1 RNA Quantitative,400000.102.000,Microbiology
TR10845-6,HIV Genotyping,HIV Genotyping,,Microbiology
TR10846-4,HIV P24 Antigen,HIV P24 Antigen,,Microbiology
TR10847-2,HTLV 1 & 2 Antibody,HTLV 1 & 2 Antibody,,Microbiology
TR10848-0,Influenza Virus A & B Antibody Acute,Influenza Virus A & B Antibody Acute,400000.127.500,Microbiology
TR10849-8,Influenza Virus A & B Antibody Convalescent,Influenza Virus A & B Antibody Convalescent,,Microbiology
TR10850-6,Japanese B Encephalitis Antibody Acute,Japanese B Encephalitis Antibody Acute,,Microbiology
TR10851-4,Japanese B Encephalitis Antibody Convalescent,Japanese B Encephalitis Antibody Convalescent,,Microbiology
TR10852-2,La Crosse Virus Antibody,La Crosse Virus Antibody,,Microbiology
TR10853-0,Legionella Antibody,Legionella Antibody,400000.170.000,Microbiology
TR10854-8,Legionella Antigen,Legionella Antigen,400000.171.000,Microbiology
TR10855-5,Leishmania Antibody Acute,Leishmania Antibody Acute,,Microbiology
TR10856-3,Leishmania Antibody Convalescent,Leishmania Antibody Convalescent,,Microbiology
TR10857-1,Leptospira Antibody,Leptospira Antibody,400000.173.000,Microbiology
TR10858-9,Lymphocytic Choriomeningitis Virus Antibody,Lymphocytic Choriomeningitis Virus Antibody,,Microbiology
TR10859-7,Plasmodium Falciparum Antibody,Plasmodium Falciparum Antibody,,Microbiology
TR10860-5,Measles Virus Antibody IgG,Measles Virus Antibody IgG,400000.135.000,Microbiology
TR10861-3,Measles Virus Antibody IgM,Measles Virus Antibody IgM,,Microbiology
TR10862-1,Mumps Virus Antibody IgG,Mumps Virus Antibody IgG,400000.137.000,Microbiology
TR10863-9,Mumps Virus Antibody IgM,Mumps Virus Antibody IgM,400000.138.000,Microbiology
TR10864-7,Mycoplasma Pneumonia Antibody IgG IgM,Mycoplasma Pneumonia Antibody IgG IgM,400000.200.000,Microbiology
TR10865-4,Chikungunya Virus Serology,Chikungunya Virus Serology,,Microbiology
TR10866-2,Paracoccidioides Antibody,Paracoccidioides Antibody,,Microbiology
TR10867-0,Paragonimus Antibody,Paragonimus Antibody,,Microbiology
TR10868-8,Parvovirus B19 Antibody IgG,Parvovirus B19 Antibody IgG,400000.125.000,Microbiology
TR10869-6,Parvovirus B19 Antibody IgM,Parvovirus B19 Antibody IgM,400000.126.000,Microbiology
TR10870-4,Pneumonia Viral,Pneumonia Viral,,Microbiology
TR10871-2,Poliovirus Antibody,Poliovirus Antibody,,Microbiology
TR10872-0,Powassan Virus Antibody Acute,Powassan Virus Antibody Acute,,Microbiology
TR10873-8,Powassan Virus Antibody Convalescent,Powassan Virus Antibody Convalescent,,Microbiology
TR10874-6,Prenatal Screen,Prenatal Screen,400000.123.900,Microbiology
TR10875-3,Rabies Virus Antibody,Rabies Virus Antibody,400000.127.700,Microbiology
TR10876-1,Red Rashes Screen,Red Rashes Screen,,Microbiology
TR10877-9,Rickettsia Antibody Acute,Rickettsia Antibody Acute,,Microbiology
TR10878-7,Rickettsia Antibody Convalescent,Rickettsia Antibody Convalescent,,Microbiology
TR10879-5,Rubella Virus Antibody IgG,Rubella Virus Antibody IgG,400000.140.000,Microbiology
TR10880-3,Rubella Virus Antibody IgG Prenatal Screen,Rubella Virus Antibody IgG Prenatal Screen,,Microbiology
TR10881-1,Rubella Virus Antibody IgM,Rubella Virus Antibody IgM,400000.141.000,Microbiology
TR10882-9,SARS Coronavirus IgG,SARS Coronavirus IgG,,Microbiology
TR10883-7,SARS Coronavirus IgM,SARS Coronavirus IgM,,Microbiology
TR10884-5,Schistosoma Antibody,Schistosoma Antibody,400000.184.000,Microbiology
TR10885-2,Simian Herpes B Serology,Herpes B (Simian)  Virus Antibody,,Microbiology
TR10886-0,St Louis Encephalitis Virus Antibody Acute,St Louis Encephalitis Virus Antibody Acute,,Microbiology
TR10887-8,St Louis Encephalitis Virus Antibody Convalescent,St Louis Encephalitis Virus Antibody Convalescent,,Microbiology
TR10888-6,Streptolysin O Antibody Screen,Streptolysin O Antibody Screen,400000.169.400,Microbiology
TR10889-4,Strongyloides Antibody,Strongyloides Antibody,400000.188.000,Microbiology
TR10890-2,Subacute Sclerosing Panencephalitis Acute,Subacute Sclerosing Panencephalitis Acute,,Microbiology
TR10891-0,Subacute Sclerosing Panencephalitis Convalescent,Subacute Sclerosing Panencephalitis Convalescent,,Microbiology
TR10892-8,Treponema Pallidum FTA Antibody,Treponema Pallidum FTA Antibody,400000.103.100,Microbiology
TR10893-6,Treponema Pallidum MHA Antibody,Treponema Pallidum MHA Antibody,,Microbiology
TR10894-4,Reagin Antibody Screen,Reagin Antibody Screen,400000.103.000,Microbiology
TR10895-1,Reagin Antibody Prenatal Screen,Reagin Antibody Prenatal Screen,,Microbiology
TR10896-9,Taenia Antibody,Taenia Antibody,,Microbiology
TR10897-7,Toxocara Antibody Acute,Toxocara Antibody Acute,,Microbiology
TR10898-5,Toxocara Antibody Convalescent,Toxocara Antibody Convalescent,,Microbiology
TR10899-3,Toxoplasma Antibody Acute,Toxoplasma Antibody Acute,,Microbiology
TR10900-9,Toxoplasma Antibody Convalescent,Toxoplasma Antibody Convalescent,400000.175.200,Microbiology
TR10901-7,Trichinella Antibody,Trichinella Antibody,400000.194.000,Microbiology
TR10902-5,Trypanosoma Antibody,Trypanosoma Antibody,400000.103.500,Microbiology
TR10903-3,Vaccinia Virus Antibody,Vaccinia Virus Antibody,,Microbiology
TR10904-1,Varicella Zoster Virus IgG Antibody,Varicella Zoster Virus IgG Antibody,400000.143.000,Microbiology
TR10905-8,Varicella Zoster Virus IgM Antibody,Varicella Zoster Virus IgM Antibody,400000.144.000,Microbiology
TR10906-6,West Nile Virus IgG Antibody,West Nile Virus IgG Antibody,400000.197.000,Microbiology
TR10907-4,West Nile Virus IgM Antibody,West Nile Virus IgM Antibody,400000.198.000,Microbiology
TR10908-2,Western Equine Encephalitis Virus Antibody Acute,Western Equine Encephalitis Virus Antibody Acute,,Microbiology
TR10909-0,Western Equine Encephalitis Virus Antibody Convalescent,Western Equine Encephalitis Virus Antibody Convalescent,,Microbiology
TR10910-8,Yersinia pestis Antibody,Yersinia pestis Antibody,,Microbiology
TR10911-6,Yersinia species Antibody,Yersinia species Antibody,400000.175.500,Microbiology
TR10912-4,Dengue Virus Antibody Immune Status,Dengue Virus Antibody Immune Status,,Microbiology
TR10913-2,TORCH,TORCH,400000.142.000,Microbiology
TR10914-0,Penicilloyl G,Penicilloyl G,300000.858.000,Allergens
TR10915-7,Penicilloyl V,Penicilloyl V,300000.859.000,Allergens
TR10916-5,Ampicilloyl,Ampicilloyl,300000.853.000,Allergens
TR10917-3,Amoxicilloyl,Amoxicilloyl,300000.852.000,Allergens
TR10918-1,Cefaclor,Cefaclor,,Allergens
TR10919-9,"Insulin, porcine","Insulin, porcine",300000.856.000,Allergens
TR10920-7,"Insulin, bovine","Insulin, bovine",300000.854.000,Allergens
TR10921-5,"Insulin, human","Insulin, human",300000.855.000,Allergens
TR10922-3,Gelatin,Gelatin,,Allergens
TR10923-1,Dermatophagoides pteronyssinus House dust mite,Dermatophagoides pteronyssinus House dust mite,300000.753.000,Allergens
TR10924-9,Dermatophagoides farinae House dust mite,Dermatophagoides farinae House dust mite,300000.751.000,Allergens
TR10925-6,Blomia tropicalis,Blomia tropicalis,,Allergens
TR10926-4,Dermatophagoides microceras House dust mite,Dermatophagoides microceras House dust mite,300000.752.000,Allergens
TR10927-2,Acarus siro,Storage Mite,,Allergens
TR10928-0,Lepidoglyphus destructor Storage mite,Lepidoglyphus destructor Storage mite,,Allergens
TR10929-8,Tyrophagus putrescentiae,Storage Mite,,Allergens
TR10930-6,Glycyphagus domesticus Storage mite,Glycyphagus domesticus Storage mite,,Allergens
TR10931-4,Euroglyphus maynei House dust mite,Euroglyphus maynei House dust mite,,Allergens
TR10932-2,Cat epithelium and dander,Cat epithelium and dander,300000.724.000,Allergens
TR10933-0,Dog epithelium,Dog epithelium,300000.729.000,Allergens
TR10934-8,Canary bird feathers,Canary bird feathers,300000.723.000,Allergens
TR10935-5,Parrot feathers,Parrot feathers,300000.737.000,Allergens
TR10936-3,Horse dander,Horse dander,300000.735.000,Allergens
TR10937-1,Cow dander,Cow dander,300000.727.000,Allergens
TR10938-9,Dog dander,Dog dander,300000.728.000,Allergens
TR10939-7,Guinea pig epithelium,Guinea pig epithelium,300000.733.000,Allergens
TR10940-5,Pigeon droppings,Pigeon droppings,300000.738.000,Allergens
TR10941-3,Goose feathers,Goose feathers,300000.732.000,Allergens
TR10942-1,Mouse epithelium,Mouse epithelium,300000.736.000,Allergens
TR10943-9,Mouse urine proteins,Mouse urine proteins,,Allergens
TR10944-7,Rat epithelium,Rat epithelium,,Allergens
TR10945-4,Rat urine proteins,Rat urine proteins,,Allergens
TR10946-2,Rat serum proteins,Rat serum proteins,,Allergens
TR10947-0,Mouse serum proteins,Mouse serum proteins,,Allergens
TR10948-8,Budgerigar droppings,Budgerigar droppings,300000.721.000,Allergens
TR10949-6,Budgerigar feathers,Budgerigar feathers,300000.722.000,Allergens
TR10950-4,Budgerigar serum proteins,Budgerigar serum proteins,,Allergens
TR10951-2,Goat epithelium,Goat epithelium,,Allergens
TR10952-0,Sheep epithelium,Sheep epithelium,,Allergens
TR10953-8,Rabbit epithelium,Rabbit epithelium,300000.739.000,Allergens
TR10954-6,Swine epithelium,Swine epithelium,,Allergens
TR10955-3,Hamster epithelium,Hamster epithelium,300000.734.000,Allergens
TR10956-1,Chicken feathers,Chicken feathers,,Allergens
TR10957-9,Duck feathers,Duck feathers,300000.730.000,Allergens
TR10958-7,Rat,Rat,,Allergens
TR10959-5,Mouse,Mouse,,Allergens
TR10960-3,Turkey feathers,Turkey feathers,,Allergens
TR10961-1,Egg white,Egg white,300000.565.000,Allergens
TR10962-9,Sesamum indicum,Sesame Seed,300000.621.000,Allergens
TR10963-7,Fagopyrum esculentum,Buckwheat,300000.568.000,Allergens
TR10964-5,Pisum sativum,Pea,300000.612.000,Allergens
TR10965-2,Arachis hypogaea,Peanut,300000.526.000,Allergens
TR10966-0,Glycine max,Soybean,300000.573.000,Allergens
TR10967-8,Phaseolus vulgaris,White Bean,300000.609.000,Allergens
TR10968-6,Corylus avellana,Hazel Nut,300000.557.000,Allergens
TR10969-4,Bertholletia excelsa,Brazil Nut,300000.529.000,Allergens
TR10970-2,Milk,Milk,300000.593.000,Allergens
TR10971-0,Amygdalus communis,Almond,300000.463.000,Allergens
TR10972-8,Carya illinoensis,Pecan Nut,300000.541.000,Allergens
TR10973-6,Anacardium occidentale,Cashew Nut,300000.464.000,Allergens
TR10974-4,Pistacia vera,Pistachio,300000.611.000,Allergens
TR10975-1,"Oncorhynchus mykiss, Salmo gairdnieri",Trout,300000.598.000,Allergens
TR10976-9,Clupea harengus,Herring,300000.553.000,Allergens
TR10977-7,Clam Ruditapes spp.,Clam,300000.552.000,Allergens
TR10978-5,Citrus limon,Lemon,300000.549.000,Allergens
TR10979-3,Citrus paradisis,Grapefruit,300000.550.000,Allergens
TR10980-1,Ananas comosus,Pineapple,300000.524.000,Allergens
TR10981-9,Oryctolagus spp.,Rabbit,,Allergens
TR10982-7,Spinacia oleracea,Spinach,300000.624.000,Allergens
TR10983-5,Lactuca sativa,Lettuce,300000.582.000,Allergens
TR10984-3,Brassica oleracea var. capitata,Cabbage,300000.533.000,Allergens
TR10985-0,Capsicum annuum,Sweet Pepper,300000.538.000,Allergens
TR10986-8,Cucurbita pepo,Pumpkin,300000.563.000,Allergens
TR10987-6,Cancer pagurus,Crab,300000.537.000,Allergens
TR10988-4,"Milk, boiled","Milk, boiled",,Allergens
TR10989-2,Ovalbumin,Ovalbumin,300000.602.000,Allergens
TR10990-0,Ovomucoid,Ovomucoid,300000.604.000,Allergens
TR10991-8,Lens esculenta,Lentil,300000.583.000,Allergens
TR10992-6,Prunus armeniaca,Apricot,,Allergens
TR10993-4,Pandalus borealis,Shrimp,300000.605.000,Allergens
TR10994-2,Prunus avium,Cherry,300000.613.000,Allergens
TR10995-9,Cucumis sativus,Cucumber,300000.562.000,Allergens
TR10996-7,Egg,Egg,300000.634.000,Allergens
TR10997-5,Lycopersicon lycopersicum,Tomato,300000.586.000,Allergens
TR10998-3,Pleuronectes platessa,Plaice,,Allergens
TR10999-1,Prunus domestica,Plum,300000.614.000,Allergens
TR11000-7,Juglans spp.,Walnut,300000.492.000,Allergens
TR11001-5,Vitis vinifera,Grape,300000.631.000,Allergens
TR11002-3,Sus spp.,Pork,300000.626.000,Allergens
TR11003-1,Brassica oleracea var. italica,Broccoli,300000.534.000,Allergens
TR11004-9,Bos spp.,Beef,300000.532.000,Allergens
TR11005-6,Piper nigrum,Black Pepper,,Allergens
TR11006-4,Meleagris gallopavo,Turkey Meat,300000.592.000,Allergens
TR11007-2,Ostrea edulis,Oyster,300000.601.000,Allergens
TR11008-0,Castanea sativa,Sweet Chestnut,300000.543.000,Allergens
TR11009-8,Gadus morhua,Fish Cod,300000.570.000,Allergens
TR11010-6,Daucus carota,Carrot,300000.564.000,Allergens
TR11011-4,Citrus sinensis,Orange,300000.551.000,Allergens
TR11012-2,Pecten spp.,Scallop,300000.607.000,Allergens
TR11013-0,Solanum tuberosum,Potato,300000.622.000,Allergens
TR11014-8,Cocos nucifera,Coconut,300000.554.000,Allergens
TR11015-5,Mytilus edulis,Blue Mussel,300000.594.000,Allergens
TR11016-3,Triticum aestivum,Wheat,300000.417.000,Allergens
TR11017-1,Thunnus albacares,Tuna,300000.627.000,Allergens
TR11018-9,Salmo salar,Salmon,300000.619.000,Allergens
TR11019-7,Fragaria vesca,Strawberry,300000.569.000,Allergens
TR11020-5,Saccharomyces cerevisiae,Yeast,300000.261.000,Allergens
TR11021-3,Allium sativum,Garlic,300000.523.000,Allergens
TR11022-1,Allium cepa,Onion,300000.522.000,Allergens
TR11023-9,Malus sylvestris,Apple,300000.589.000,Allergens
TR11024-7,Secale cereale,Rye,300000.414.000,Allergens
TR11025-4,Scomber japonicus,Chub Mackerel,,Allergens
TR11026-2,Phyllostachys pubescens,Bamboo Shoot,,Allergens
TR11027-0,Ipomea batatas,Sweet Potato,300000.581.000,Allergens
TR11028-8,Panicum milliaceum,Common Millet,,Allergens
TR11029-6,Setaria italica,Foxtail Millet,,Allergens
TR11030-4,Echinochloa crus-galli,Japanese Millet,,Allergens
TR11031-2,Todarodes pacificus,Pacific Squid,,Allergens
TR11032-0,Octopus vulgaris,Octopus,300000.596.000,Allergens
TR11033-8,Hordeum vulgare,Barley,300000.580.000,Allergens
TR11034-6,Trachurus japonicus,"Jack Mackerel, Scad",,Allergens
TR11035-3,Sardinops melanosticta,Sardine,300000.620.000,Allergens
TR11036-1,Avena sativa,Oat,300000.411.000,Allergens
TR11037-9,Egg yolk,Egg yolk,300000.566.000,Allergens
TR11038-7,A-lactalbumin,A-lactalbumin,300000.521.000,Allergens
TR11039-5,B-lactoglobulin,B-lactoglobulin,300000.531.000,Allergens
TR11040-3,Casein,Casein,300000.542.000,Allergens
TR11041-1,Gluten,Gluten,300000.572.000,Allergens
TR11042-9,Zea mays,Corn,300000.635.000,Allergens
TR11043-7,Homarus gammarus,Lobster,300000.578.000,Allergens
TR11044-5,"Cheese, cheddar type","Cheese, cheddar type",300000.544.000,Allergens
TR11045-2,"Cheese, mold type","Cheese, mold type",300000.545.000,Allergens
TR11046-0,Gallus spp.,Chicken,300000.571.000,Allergens
TR11047-8,Actinidia chinensis,Kiwi Fruit,300000.462.000,Allergens
TR11048-6,Apium graveolens,Celery,300000.525.000,Allergens
TR11049-4,Petrosilenum crispum,Parsley,,Allergens
TR11050-2,Cucumis melo spp.,Melon,300000.561.000,Allergens
TR11051-0,Ovis spp.,Mutton,300000.603.000,Allergens
TR11052-8,Brassica/Sinapis spp.,Mustard,300000.535.000,Allergens
TR11053-6,Oryza sativa,Rice,300000.600.000,Allergens
TR11054-4,Malt,Malt,,Allergens
TR11055-1,Mangifera indica,Mango Fruit,300000.590.000,Allergens
TR11056-9,Banana Musa spp.,Banana,300000.528.000,Allergens
TR11057-7,Theobroma cacao,Cacao,300000.536.000,Allergens
TR11058-5,Pyrus communis,Pear,300000.616.000,Allergens
TR11059-3,Prunus persica,Peach,300000.615.000,Allergens
TR11060-1,Persea americana,Avocado,300000.608.000,Allergens
TR11061-9,Anthoxanthum odoratum,Sweet Vernal Grass,,Allergens
TR11062-7,Sorghum halepense,Johnson Grass,300000.416.000,Allergens
TR11063-5,Bromus inermis,Brome Grass,,Allergens
TR11064-3,Secale cereale,Secale cereale,300000.415.000,Allergens
TR11065-0,Holcus lanatus,Velvet Grass,,Allergens
TR11066-8,Avena sativa,Avena sativa,,Allergens
TR11067-6,Triticum aestivum,Cultivated Wheat,,Allergens
TR11068-4,Alopecurus pratensis,Meadow Foxtail,,Allergens
TR11069-2,Paspalum notatum,Bahia Grass,,Allergens
TR11070-0,Cynodon dactylon,Bermuda Grass,,Allergens
TR11071-8,Hordeum vulgare,Hordeum vulgare,,Allergens
TR11072-6,Zea mays,Zea mays,,Allergens
TR11073-4,Dactylis glomerata,Cocksfoot,,Allergens
TR11074-2,Festuca elatior,Meadow Fescue,,Allergens
TR11075-9,Lolium perenne,Rye-Grass,,Allergens
TR11076-7,Phleum pratense,Timothy Grass,300000.412.000,Allergens
TR11077-5,Phragmites communis,Common Reed,,Allergens
TR11078-3,Elymus triticoides,Wild Rye Grass,,Allergens
TR11079-1,Phalaris arundinacea,Canary Grass,,Allergens
