19958-8,Oxyhemoglobin/Hemoglobin.total^during treatment,Oxyhemoglobin/Total Hemoglobin During Treatment,
1996-8,Calcium,Calcium; Blood,
1997-6,Calcium,Calcium; CSF,
1998-4,Calcium,Calcium; Dialysis Fluid,
19991-9,Oxygen.alveolar - arterial,Oxygen Alveolar - Arterial,
1999-2,Calcium,Calcium; Semen,
19992-7,Oxygen/Inspired gas,Oxygen/Inspired Gas,
19993-5,Oxygen/Inspired gas,Oxygen/Inspired Gas,000000.500.200
19994-3,Oxygen/Inspired gas.setting,Oxygen/Inspired Gas Setting,000000.500.300
19995-0,Oxygen/Inspired gas^on ventilator,Oxygen/Inspired Gas on Ventilator,
19996-8,Oxygen/Inspired gas^on ventilator,Oxygen/Inspired Gas on Ventilator,
20001-4,Oxygen^during treatment,Oxygen During Treatment,
2000-8,Calcium,Calcium,100000.165.000
2001-6,Calcium,Calcium; Stool,
2002-4,Calcium,Calcium; Stool,
2004-0,Calcium,Calcium; Urine,100000.192.000
20053-5,Pressure,Atmospheric press,
20056-8,Pressure.airway^at mean expiratory flow on ventilator,Pressure Airway at Mean Expiratory Flow on Ventilator,
2005-7,Calcium^post 12H CFst,Calcium Post 12h Fasting; 2h Urine,
20057-6,Pressure.airway^at peak inspiratory flow max.setting,Pressure Airway at Peak Inspiratory Flow Maximum Setting; Ventilator,
20058-4,Pressure.airway^at peak inspiratory flow.setting,Pressure Airway at Peak Inspiratory Flow Setting; Ventilator,
200-6,Colistimethate,"Colistimethate, MLC",
20062-6,Pressure.airway^on ventilator.pressure targeted control,Pressure Airway on Ventilator Pressure Targeted Control,
2006-5,Cancer Ag 125,Cancer Antigen 125,100000.330.100
2007-3,Cancer Ag 15-3,Cancer Antigen 15-3,
20075-8,Pressure.positive end expiratory,Pressure Positive End Expiratory,
20077-4,Pressure.positive end expiratory.setting,Pressure.Positive End Expiratory.Setting,
20079-0,Pressure.support.setting,Pressure Support Setting,
2009-9,Cancer Ag 19-9,Cancer Antigen 19-9,
20100-4,Tidal volume min.setting,Tidal Volume Minimum Setting; Ventilator.alarm,
20112-9,Tidal volume.setting,Tidal Volume Setting,
2011-5,Cancer Ag 242,Cancer Antigen 242,
20116-0,Tidal volume.spontaneous^on ventilator,Spontaneous Tidal Volume on Ventilator,
2012-3,Cancer Ag 27-29,Cancer Antigen 27-29,
20124-4,Ventilation mode,Ventilation Mode,
2013-1,Cancer Ag 50,Cancer Antigen 50,
201-4,Colistimethate,"Colistimethate, MIC",
20140-0,Volume.expired,Volume Expired,
2014-9,Cancer Ag 549,Cancer Antigen 549,
2015-6,Cancer Ag 72-4,Cancer Antigen 72-4,
2016-4,Carbamoyl phosphate synthetase,Carbamoyl Phosphate Synthetase,
2017-2,Carbamoyl phosphate synthetase(ammonia),Carbamoyl Phosphate Synthetase (Ammonia); Tissue Unspecified,
2018-0,Carbon dioxide,Carbon Dioxide; Amniotic Fluid,
2019-8,Carbon dioxide,Carbon Dioxide [pCO2]; Blood Arterial,100000.159.200
2020-6,Carbon dioxide,Carbon Dioxide [pCO2]; Blood Capillary,100000.159.350
2021-4,Carbon dioxide,Carbon Dioxide [pCO2]; Blood Venous,100000.159.400
202-2,Colistimethate,"Colistimethate, KB",
2022-2,Carbon dioxide,Carbon Dioxide; CSF,
2023-0,Carbon dioxide,Carbon Dioxide; Fluid,
2024-8,Carbon dioxide.dissolved,Carbon Dioxide Dissolved,
2025-5,Carbon dioxide.dissolved,Carbon Dioxide Dissolved; RBC,
2026-3,Carbon dioxide,Carbon Dioxide [CO2]; Blood Arterial,100000.159.300
2027-1,Carbon dioxide,Carbon Dioxide; Blood Venous,
20286-1,RR interval^at pulmonic flow measurement,RR Interval at Pulmonic Flow Measurement,
2028-9,Carbon dioxide,Carbon Dioxide [CO2],100000.159.000
203-0,Colistimethate,"Colistimethate, SBT",
2030-5,Carboxyhemoglobin/Hemoglobin.total,Carboxyhemoglobin/Total Hemoglobin Ratio; Blood Arterial,
2031-3,Carboxyhemoglobin/Hemoglobin.total,Carboxyhemoglobin/Total Hemoglobin Ratio; Blood Capillary,
2032-1,Carboxyhemoglobin/Hemoglobin.total,Carboxyhemoglobin/Total Hemoglobin Ratio; Blood Venous,
2033-9,Carbonate,Carbonate; Blood Arterial,
2034-7,Carbonate,Carbonate; Blood Venous,
2035-4,Carbonate,Carbonate,
2036-2,Carbonate dehydratase,Carbonate Dehydratase; RBC,
2037-0,Carcinoembryonic Ag,Carcinoembryonic Antigen; CSF,
20373-7,Amikacin,Amikacin,
20374-5,Ampicillin+Sulbactam,Ampicillin + Sulbactam,
20375-2,Clarithromycin,Clarithromycin,
20376-0,Clofazimine,Clofazimine,
20377-8,Ciprofloxacin,Ciprofloxacin,
20378-6,Ceftizoxime,Ceftizoxime,
20379-4,Doxycycline,Doxycycline,
20380-2,Erythromycin,Erythromycin,
20381-0,Ethambutol,Ethambutol,
20382-8,Ethionamide,Ethionamide,
20383-6,Isoniazid,Isoniazid,
20384-4,Ofloxacin,Ofloxacin,
20385-1,Rifampin,Rifampin,
20386-9,Rifabutin,Rifabutin,
20387-7,Trimethoprim+Sulfamethoxazole,Trimethoprim + Sulfamethoxazole,
2038-8,Carcinoembryonic Ag,Carcinoembryonic Antigen; Semen,
20388-5,Furacin.topical,Furacin Topical,
20389-3,Mupirocin,Mupirocin,500000.101.300
20390-1,Silvadine.topical,Silvadine Topical,
20391-9,Mafenide,Mafenide,
20392-7,Sample icteric,Sample Icteric,
20393-5,Sample hemolyzed,Sample Hemolyzed,
20394-3,Sample lipemic,Sample Lipemic,
20395-0,Sample integrity,Sample Integrity,
2039-6,Carcinoembryonic Ag,Carcinoembryonic Antigen,100000.796.000
20396-8,Levofloxacin,"Levofloxacin, MIC",
20397-6,Sparfloxacin,"Sparfloxacin, MIC",
20398-4,Nuclear Ab pattern.homogeneous,Nuclear antibody Pattern Homogeneous,
20399-2,Nuclear Ab pattern.nucleolar,Nuclear antibody Pattern Nucleolar,
20400-8,Nuclear Ab pattern.rim,Nuclear antibody Pattern Rim,
20401-6,Nuclear Ab pattern.speckled,Nuclear antibody Pattern Speckled,
20402-4,Cells.CD16+CD56+,CD16+ CD56+ Cells; Blood,
20403-2,Fibronectin.fetal,Fibronectin Fetal; Vagina,
2040-4,Cardiolipin,Cardiolipin,
20404-0,Fibronectin.fetal,Fibronectin Fetal; Vagina,
20405-7,Urobilinogen,Urobilinogen,
20406-5,Glucose,Glucose,
20407-3,Nitrite,Nitrite,100000.341.000
20408-1,Leukocytes,Leukocytes,100000.270.100
20409-9,Erythrocytes,Erythrocytes,100000.337.400
20410-7,Amphetamines,Amphetamines; Urine,
20411-5,Barbiturates,Barbiturates; Urine,
2041-2,Carnitine acyltransferase,Carnitine Acyltransferase,
20412-3,Benzodiazepines,Benzodiazepines; Urine,
20413-1,Cannabinoids,Cannabinoids; Urine,
20414-9,Thiazides,Thiazides; Urine,
20415-6,Choriogonadotropin.beta subunit,Choriogonadotropin Beta Subunit,
20416-4,Hepatitis C virus RNA,Hepatitis C virus RNA,
20417-2,Histoplasma capsulatum mycelial Ab,Histoplasma capsulatum mycelial antibody,
20418-0,Histoplasma capsulatum yeast Ab,Histoplasma capsulatum Yeast antibody,
20419-8,Lutropin,Luteinizing Hormone [LH],
2042-0,Carnitine.free (C0),Carnitine Free (C0),
20420-6,Acid phosphatase.prostatic,Acid Phosphatase Prostatic,
20421-4,Barbiturates,Barbiturates,
20423-0,Beta lactamase organism identified,Beta lactamase organism,500000.006.000
20424-8,Cardiolipin Ab.IgG,Anticardiolipin antibody IgG,
20425-5,Cardiolipin Ab.IgM,Anticardiolipin antibody IgM,
20426-3,Alkaline phosphatase.bile,Alkaline Phosphatase Bile,
20427-1,Acetylcholine receptor Ab,Acetylcholine Receptor antibody,
20428-9,Phospholipid Ab.IgG,Phospholipid antibody IgG,
20429-7,Phospholipid Ab.IgM,Phospholipid antibody IgM,
20430-5,Culture medium,Culture Medium,
20431-3,Microscopic observation,Microscopic Examination,700000.250.101
20432-1,Epstein Barr virus nuclear Ab,Epstein-Barr virus Nuclear antibody,
20433-9,Follitropin,Follicle Stimulating Hormone [FSH],
20434-7,Prolactin,Prolactin,
20435-4,Unidentified extractable nuclear Ab,Unidentified Extractable Nuclear antibody,
20436-2,Glucose^2H post dose glucose,Glucose 2h Post Dose Glucose,
20437-0,Glucose^3H post dose glucose,Glucose 3h Post Dose Glucose,
2043-8,Carnitine.free,Carnitine Free,
20438-8,Glucose^1H post dose glucose,Glucose 1h Post Dose Glucose,
20439-6,Glucose^30M post dose glucose,Glucose 30m Post Dose Glucose,
20440-4,Glucose^1.5H post dose glucose,Glucose 1.5h Post Dose Glucose,
20441-2,Glucose^post 50 g glucose,Glucose Post 50 g Glucose,
20442-0,Hepatitis B virus DNA,Hepatitis B virus DNA,
20444-6,Herpes simplex virus 1+2 DNA,Herpes simplex virus 1+2 DNA,
20445-3,Herpes virus identified,Herpes virus,500000.250.100
2044-6,Carnitine,Carnitine; Semen,
20446-1,Herpes simplex virus Ab.IgG,Herpes simplex virus antibody IgG,
20447-9,HIV 1 RNA,HIV 1 RNA,
20448-7,Insulin,Insulin,
20449-5,Borrelia burgdorferi Ab,Borrelia burgdorferi antibody,
20450-3,Alpha-1-fetoprotein multiple of the median,Alpha Fetoprotein Multiple Of The Median,
20451-1,Thyroxine,Thyroxine; Blood,
20452-9,Thyrotropin,Thyroid Stimulating Hormone [TSH]; Blood,
2045-3,Carnitine,Carnitine,
20453-7,Epithelial cells,Epithelial Cells,100000.349.000
20454-5,Protein,Protein,
20455-2,Leukocytes,Leukocytes,100000.347.050
20456-0,Fungi.yeastlike,Fungi; Yeast-Like,
20457-8,Fungi.filamentous,Fungi; Filamentous,
20458-6,Rubella virus Ab.IgG,Rubella virus antibody IgG,
20459-4,Streptococcus agalactiae Ag,Streptococcus agalactiae antigen,
20460-2,Cefuroxime.oral,"Cefuroxime Oral, MIC",
2046-1,Carnitine,Carnitine,
20461-0,Pyrazinamide,Pyrazinamide,
20462-8,Streptomycin,Streptomycin,
20463-6,Mycobacterium avium complex rRNA,Mycobacterium Avium Complex rRNA,
20464-4,Toxoplasma gondii Ab,Toxoplasma gondii antibody,
20465-1,Choriogonadotropin multiple of the median,Choriogonadotropin Multiple Of The Median,
20466-9,Estriol.unconjugated multiple of the median,Estriol Unconjugated Multiple Of The Median,
20467-7,Blood bank alert,Blood Bank Alert,
20468-5,Thiamine,Vitamin B1,100000.269.600
20469-3,Acetone,Acetone,
20470-1,Ethanol,Ethanol,
20471-9,Isopropanol,Isopropanol,
20472-7,Eosinophils,Eosinophils,
20473-5,Polymorphonuclear cells,Polymorphonuclear cells,
20474-3,Bacteria identified,Culture,
20475-0,Cytomegalovirus Ab.IgG,Cytomegalovirus antibody IgG,
20476-8,Cells.CD1a/100 cells,CD1a Cells/100 Cells; Blood,
20477-6,Cells.CD33+CD44+/100 cells,CD33+ CD44+ Cells/100 Cells; Blood,
20478-4,Cells.CD61/100 cells,CD61 Cells/100 Cells; Blood,
2047-9,Carnitine,Carnitine; Urine,
20479-2,Measles virus Ab.IgG,Measles virus antibody IgG,
204-8,Colistin,"Colistin, MLC",
20482-6,Granulocytes,Granulocytes; Blood,200000.011.600
20483-4,Mitochondria Ab,Mitochondria Ab; Titre,300000.090.000
20484-2,Cardiolipin Ab.IgG,Anticardiolipin antibody IgG,
20485-9,Cardiolipin Ab.IgM,Anticardiolipin antibody IgM,
20486-7,Haemophilus influenzae B Ag,Haemophilus influenzae B antigen,
2048-7,Carnitine/Creatinine,Carnitine/Creatinine Ratio,
20487-5,Neisseria meningitidis A+Y Ag,Neisseria meningitidis A+Y antigen,
20488-3,Streptococcus agalactiae Ag,Streptococcus agalactiae antigen,
20489-1,Streptococcus pneumoniae Ag,Streptococcus pneumoniae antigen,
20490-9,Epstein barr virus capsid Ab.IgG,Epstein-Barr virus Capsid antibody IgG,
20491-7,Epstein barr virus capsid Ab.IgM,Epstein-Barr virus Capsid antibody IgM,
20493-3,Histiocytes/100 cells,Histiocytes/100 Cells; Fluid,
2049-5,Carnosine,Carnosine,
20495-8,Gliadin Ab.IgA,Gliadin antibody IgA,
20496-6,Gliadin Ab.IgG,Gliadin antibody IgG,
20497-4,Histoplasma capsulatum mycelial Ab,Histoplasma capsulatum mycelial antibody,
20498-2,Histoplasma capsulatum yeast Ab,Histoplasma capsulatum Yeast antibody,
20499-0,Phosphatidylglycerol/Surfactant.total,Phosphatidylglycerol/Total Surfactant Ratio; Amniotic Fluid,
20500-5,Hydroxyalprazolam,Hydroxyalprazolam; Urine,
20501-3,Hydroxytriazolam,Hydroxytriazolam; Urine,
20502-1,Clue cells,Clue Cells,
2050-3,Carnosine,Carnosine,
20503-9,Cells.CD22+CD11C+/100 cells,CD22+ CD11C+ Cells/100 Cells; Blood,
20504-7,Histiocytes/100 cells,Histiocytes/100 Cells; CSF,
20505-4,Bilirubin,Bilirubin,100000.341.400
20506-2,Specimen drawn from,Specimen Drawn From,
20507-0,Reagin Ab,Reagin Ab (Syphilis); RPR,
20508-8,Reagin Ab,Reagin antibody,
20509-6,Hemoglobin,Hemoglobin; Blood,
20510-4,Lipoprotein pattern,Lipoprotein Pattern,100000.858.500
2051-1,Carnosine,Carnosine; Urine,
20511-2,Creatinine,Creatinine; Urine,
20512-0,Turbidity,Turbidity; CSF,
20513-8,Turbidity,Turbidity; Fluid,
20515-3,Amitriptyline,Amitriptyline; Urine,
20516-1,Amitriptyline+Nortriptyline,Amitriptyline + Nortriptyline; Urine,
20517-9,Aprobarbital,Aprobarbital; Urine,
20518-7,Barbital,Barbital; Urine,
20519-5,Cocaine,Cocaine; Urine,
20520-3,Bromazepam,Bromazepam; Urine,
20521-1,Carboxy tetrahydrocannabinol,Carboxy Tetrahydrocannabinol; Urine,
20522-9,Chlordiazepoxide,Chlordiazepoxide; Urine,
20523-7,Chlorpromazine,Chlorpromazine; Urine,
20525-2,Dextroamphetamine,Dextroamphetamine; Urine,
20526-0,Dimetamphetamine,Dimetamphetamine; Urine,
20527-8,Ethylmorphine,Ethylmorphine; Urine,
20528-6,Flunitrazepam,Flunitrazepam; Urine,
2052-9,Carotene,Carotene; Blood,
20529-4,Fluoxetine,Fluoxetine; Urine,
20530-2,Haloperidol,Haloperidol; Urine,
20532-8,Hydroxyethylflurazepam,Hydroxyethylflurazepam; Urine,
20533-6,Hydroxytriazolam,Hydroxytriazolam; Urine,
20535-1,Hydroxytriazolam cutoff,Hydroxytriazolam Cutoff; Urine,
20536-9,Hydroxytriazolam cutoff,Hydroxytriazolam Cutoff; Urine,
2053-7,Carotene,Carotene,
20537-7,Ketamine,Ketamine; Urine,
20538-5,Methotrimeprazine,Methotrimeprazine; Urine,
20540-1,Levorphanol,Levorphanol; Urine,
20541-9,Lormetazepam,Lormetazepam; Urine,
20542-7,Lysergate diethylamide,Lysergate Diethylamide; Urine,
20543-5,Mescaline,Mescaline; Urine,
20544-3,Mesoridazine,Mesoridazine; Urine,
2054-5,Catalase,Catalase; RBC,
20545-0,Methylenedioxyamphetamine,Methylenedioxyamphetamine; Urine,
20546-8,Methylenedioxyamphetamine cutoff,Methylenedioxyamphetamine Cutoff; Urine,
20547-6,Methylephedrine,Methylephedrine; Urine,
20548-4,Methylphenidate,Methylphenidate; Urine,
20549-2,Methyprylon,Methyprylon; Urine,
205-5,Colistin,"Colistin, MIC",
20550-0,Morphine.free,Morphine Free; Urine,
20551-8,Nalbuphine,Nalbuphine; Urine,
2055-2,Catecholamines,Catecholamines; Blood,
20552-6,Nitrazepam,Nitrazepam; Urine,
20553-4,Norfluoxetine,Norfluoxetine; Urine,
20554-2,Para hydroxyamphetamine,Para Hydroxyamphetamine; Urine,
20555-9,Phenmetrazine,Phenmetrazine; Urine,
20556-7,Phenothiazine,Phenothiazine; Urine,
20557-5,Phentermine,Phentermine; Urine,
20558-3,Psilocin,Psilocin; Urine,
20559-1,Temazepam,Temazepam; Urine,
2056-0,Catecholamines,Catecholamines,
20560-9,Thioridazine,Thioridazine; Urine,
20561-7,Tramadol,Tramadol; Urine,
20562-5,Cardiac output/Heart beat,Cardiac output/Heart beat,
20563-3,Carboxyhemoglobin/Hemoglobin.total,Carboxyhemoglobin/Total Hemoglobin Ratio; Blood,100000.795.000
20564-1,Oxygen saturation,Oxygen Saturation; Blood,
20565-8,Carbon dioxide,Carbon Dioxide; Blood,
20566-6,Colony count,Colony Count,
20567-4,Ferritin,Ferritin,
20568-2,Prolactin,Prolactin,
20569-0,Creatine kinase.MB/Creatine kinase.total,Creatine Kinase MB/Total Creatine Kinase Ratio,100000.320.520
20570-8,Hematocrit,Hematocrit,200000.002.200
20571-6,Hepatitis C virus RNA,Hepatitis C virus RNA,
20572-4,Hemoglobin A/Hemoglobin.total,Hemoglobin A/Total Hemoglobin; Blood,
20573-2,Histoplasma capsulatum mycelial Ab,Histoplasma capsulatum mycelial antibody,
20574-0,Histoplasma capsulatum yeast Ab,Histoplasma capsulatum Yeast antibody,
20575-7,Hepatitis A virus Ab,Hepatitis A virus antibody,400000.297.000
20576-5,Galactose 1 phosphate uridyl transferase,Galactose 1 Phosphate Uridyl Transferase; Blood,100000.110.900
2057-8,Catecholamines,Catecholamines; Urine,
20578-1,Vancomycin,Vancomycin,100000.908.900
20579-9,Methanol,Methanol,
20584-9,Leukocytes,Leukocytes,
20585-6,Lymphocytes,Lymphocytes,
2058-6,Catecholamines,Catecholamines; 24h Urine,
20586-4,Cells.CD1/100 cells,Cells.CD1/100 cells,
20587-2,Cells.CD10/100 cells,Cells.CD10/100 cells,
20588-0,Cells.CD13/100 cells,Cells.CD13/100 cells,
20589-8,Cells.CD14/100 cells,Cells.CD14/100 cells,
20590-6,Cells.CD15/100 cells,Cells.CD15/100 cells,
20591-4,Cells.CD16+CD57-/100 cells,Cells.CD16+CD57-/100 cells,
20592-2,Cells.CD19,Cells.CD19,
20593-0,Cells.CD19/100 cells,Cells.CD19/100 cells,
2059-4,Cerebroside sulfatase,Arylsulfatase A,
20594-8,Cells.CD2/100 cells,Cells.CD2/100 cells,
20595-5,Cells.CD20/100 cells,Cells.CD20/100 cells,
20596-3,Cells.CD22/100 cells,Cells.CD22/100 cells,
20597-1,Cells.CD24/100 cells,Cells.CD24/100 cells,
20598-9,Cells.CD3,Cells.CD3,
20599-7,Cells.CD3/100 cells,Cells.CD3/100 cells,
20600-3,Cells.CD30/100 cells,Cells.CD30/100 cells,
20601-1,Cells.CD33/100 cells,Cells.CD33/100 cells,
2060-2,Cerebroside sulfatase,Arylsulfatase A; Tissue,
20602-9,Cells.CD34/100 cells,Cells.CD34/100 cells,
20603-7,Cells.CD38/100 cells,Cells.CD38/100 cells,
20604-5,Cells.CD3-CD16+CD56+,Cells.CD3-CD16+CD56+,
20605-2,Cells.CD4,Cells.CD4,
20606-0,Cells.CD4/100 cells,Cells.CD4/100 cells,
20607-8,Cells.CD4/Cells.CD8,Cells.CD4/Cells.CD8,
20608-6,Cells.CD41/100 cells,Cells.CD41/100 cells,
20609-4,Cells.CD42/100 cells,Cells.CD42/100 cells,
2061-0,Cerebroside sulfatase,Arylsulfatase A; Urine,
20610-2,Cells.CD45/100 cells,Cells.CD45/100 cells,
20611-0,Cells.CD5/100 cells,Cells.CD5/100 cells,
20612-8,Cells.CD7/100 cells,Cells.CD7/100 cells,
20613-6,Cells.CD8,Cells.CD8,
20614-4,Cells.CD8/100 cells,Cells.CD8/100 cells,
20615-1,Lymphocytes.IgD/100 lymphocytes,Lymphocytes IgD/100 lymphocytes,
20616-9,Lymphocytes.IgM/100 lymphocytes,Lymphocytes IgM/100 lymphocytes,
20617-7,Lymphocytes.kappa/100 lymphocytes,Lymphocytes.kappa/100 lymphocytes,
20618-5,Lymphocytes.lambda/100 lymphocytes,Lymphocytes.lambda/100 lymphocytes,
20619-3,Lymphocytes/100 leukocytes,Lymphocytes/100 leukocytes,
20620-1,Cells.CD16+CD56+/100 cells,Cells.CD16+CD56+/100 cells,
20621-9,Albumin/Creatinine,Albumin/Creatinine Ratio; Urine,
20622-7,Cortisol,Cortisol; 24h Urine,
20623-5,Coproporphyrin,Coproporphyrin; 24h Urine,
20624-3,Creatinine,Creatinine; 24h Urine,
20625-0,Lead,Lead; 24h Urine,
20626-8,Reducing substances,Reducing Substances; Urine,100000.998.300
20627-6,Turbidity,Turbidity; Urine,
2062-8,Cerebroside sulfatase,Arylsulfatase A; WBC,
20628-4,Blasts.terminal deoxyribonucleotidyl transferase/100 blasts,Blasts.terminal deoxyribonucleotidyl transferase/100 blasts,
20629-2,Levofloxacin,Levofloxacin,500000.519.000
206-3,Colistin,"Colistin, KB",
20631-8,Lymphocytes.activated T cells/100 lymphocytes.small,Activated T Cells Lymphocytes/100 Small Lymphocytes; Blood,
20632-6,Lymphocytes.activated T cells/100 lymphocytes.small,Lymphocytes.activated T cells/100 lymphocytes.small,
20633-4,1-methylhistidine,1-Methylhistidine,
20634-2,Alpha aminobutyrate,Alpha Aminobutyrate,
20635-9,3-methylhistidine,3-Methylhistidine,
2063-6,Cerebroside sulfatase,Arylsulfatase A; WBC,
20636-7,Alanine,Alanine,100000.117.130
20637-5,Arginine,Arginine,100000.117.140
20638-3,Asparagine,Asparagine,
20639-1,Aspartate,Aspartate,100000.117.150
20640-9,Citrulline,Citrulline,100000.117.160
20641-7,Cysteine,Cysteine,
20642-5,Glutamate,Glutamate,100000.117.170
20643-3,Glutamine,Glutamine,
2064-4,Ceruloplasmin,Ceruloplasmin,100000.249.000
20644-1,Glycine,Glycine,100000.117.180
20645-8,Histidine,Histidine,100000.117.190
20646-6,Homocystine,Homocystine,
20647-4,Hydroxyproline,Hydroxyproline,
20648-2,Isoleucine,Isoleucine,100000.117.210
20649-0,Leucine,Leucine,100000.117.200
20650-8,Lysine,Lysine,100000.117.220
2065-1,Chenodeoxycholate,Chenodeoxycholate,
20651-6,Methionine,Methionine,100000.117.230
20652-4,Ornithine,Ornithine,100000.117.240
20654-0,Phosphoserine,Phosphoserine,
20655-7,Proline,Proline,100000.117.250
20656-5,Serine,Serine,100000.117.260
20657-3,Taurine,Taurine,
20658-1,Threonine,Threonine,100000.117.270
20659-9,Tryptophan,Tryptophan,
20660-7,Tyrosine,Tyrosine,100000.117.280
20661-5,Valine,Valine,100000.117.100
20662-3,Allergens tested for,Allergens Tested,
20663-1,Tricyclic antidepressants,Tricyclic Antidepressants; Urine,
20664-9,Barbiturates,Barbiturates; Urine,
20665-6,Echovirus 14 Ab,Echovirus 14 antibody,
20666-4,Echovirus Ab,Echovirus antibody,
2066-9,Chenodeoxycholylglycine,Chenodeoxycholylglycine,
20669-8,Cardiolipin Ab.IgA,Anticardiolipin antibody IgA,
20671-4,Amino acids,Amino Acids,
20672-2,Actinobacillus pleuropneumoniae serotype,Actinobacillus pleuropneumoniae serotype,
20673-0,Actinobacillus pleuropneumoniae Ab,Actinobacillus pleuropneumoniae antibody,
20674-8,Avian adenovirus 2 Ag,Avian Adenovirus 2 antigen,
2067-7,Chenodeoxycholylglycine.conjugated,Chenodeoxycholylglycine Conjugated,
20677-1,Equine adenovirus Ag,Equine Adenovirus antigen,
20678-9,Alkaloid identified,Alkaloid Identified; Urine,
20679-7,Alkaloid identified,Alkaloid Identified,
20680-5,Alkaloid identified,Alkaloid identified; Ingesta,
20681-3,Alpha tocopherol,Vitamin E Alpha; Tissue Unspecified,
20682-1,Ammonia,Ammonia; Urine,
20683-9,Ammonia,Ammonia; Ingesta,
20684-7,Ammonia,Ammonia,
2068-5,Chloride,Chloride; Amniotic Fluid,
20685-4,Anaplasma marginale Ab,Anaplasma marginale antibody,
20686-2,Anaplasma marginale Ab,Anaplasma marginale antibody,
20687-0,Arsenic,Arsenic; Gastric Fluid,
20689-6,Babesia caballi Ab,Babesia caballi antibody,
20690-4,Theileria equi Ab,Theileria equi antibody,
2069-3,Chloride,Chloride; Blood,
20694-6,Bacteria identified,Embryo; Aerobic Culture,
20695-3,Bacteria,Culture,
20697-9,Amines.biogenic,Amines Biogenic,
2070-1,Chloride,Chloride; CSF,100000.186.400
20703-5,Border disease virus Ag,Border Disease virus antigen,
20704-3,Border disease virus Ag,Border Disease virus antigen,
20705-0,Clostridium botulinum toxin,Clostridium botulinum toxin,
20706-8,Clostridium botulinum toxin,Clostridium botulinum toxin,
207-1,Colistin,"Colistin, SBT",
20718-3,Bromide,Bromide; Ocular Fluid,
2071-9,Chloride,Chloride; Dialysis Fluid,100000.186.500
20719-1,Brucella abortus Ab,Brucella abortus antibody,
20721-7,Brucella abortus Ab,Brucella abortus antibody,
20722-5,Brucella abortus Ab,Brucella abortus antibody,
20723-3,Brucella abortus Ab,Brucella abortus antibody,
20726-6,Brucella abortus Ab,Brucella abortus antibody,
2072-7,Chloride,Chloride; Fluid,100000.186.300
20727-4,Brucella abortus Ab,Brucella abortus antibody,
20728-2,Brucella abortus Ab,Brucella abortus antibody,
20729-0,Brucella abortus Ab,Brucella abortus antibody,
20730-8,Brucella abortus Ab,Brucella abortus antibody,
20731-6,Brucella abortus Ab,Brucella abortus antibody,
20732-4,Brucella ovis Ab,Brucella ovis antibody,
20733-2,Brucella ovis Ab,Brucella ovis antibody,
20734-0,Brucella sp identified,Brucella species,
2073-5,Chloride,Chloride; RBC,
20736-5,Cache valley virus Ab,Cache Valley virus antibody,
20737-3,Cadmium,Cadmium; Tissue Unspecified,
20738-1,Campylobacter sp identified,Campylobacter species,
20739-9,Campylobacter sp identified,Campylobacter species,
20740-7,Campylobacter sp identified,Campylobacter species,
20741-5,Canarypox virus Ag,Canarypox virus antigen,
2074-3,Chloride,Chloride; Saliva,
20745-6,Carbamates,Carbamates; Gastric Fluid,
20746-4,Carbamates,Carbamates,
20747-2,Carbamates,Carbamates; Ingesta,
20748-0,Carbamates,Carbamates; Tissue Unspecified,
20749-8,Carbamates,Carbamates,
2075-0,Chloride,Chloride,100000.158.000
20750-6,Chicken anemia virus Ab,Chicken Anemia virus antibody,
20751-4,Chicken anemia virus Ab,Chicken Anemia virus antibody,
20752-2,Chlamydophila psittaci,Chlamydophila psittaci,
20753-0,Chlamydophila psittaci Ag,Chlamydophila psittaci antigen,
20754-8,Chlamydophila psittaci Ab,Chlamydophila psittaci antibody,
20755-5,Chlamydia sp Ag,Chlamydia species antigen,
20756-3,Chlamydia sp Ag,Chlamydia species antigen,
20757-1,Chlamydia sp Ag,Chlamydia species antigen,
20758-9,Cholinesterase,Cholinesterase; Brain,
20759-7,Chromium,Chromium; Tissue Unspecified,
20760-5,Clostridium chauvoei Ag,Clostridium chauvoei antigen,
20761-3,Clostridium difficile,Clostridium difficile,
20762-1,Clostridium difficile,Clostridium difficile,
20763-9,Clostridium novyii Ag,Clostridium novyii antigen,
20764-7,Clostridium perfringens genotype,Clostridium perfringens Genotype,
20765-4,Clostridium septicum Ag,Clostridium septicum antigen,
20766-2,Clostridium sordellii Ag,Clostridium sordellii antigen,
20767-0,Coccidioides immitis,Coccidioides immitis,
2076-8,Chloride,Chloride; Stool,
20768-8,Coccidioides immitis Ab,Coccidioides immitis antibody,
20774-6,Colony count,Colony Count,
20775-3,Colony count,Colony Count,
2077-6,Chloride,Chloride; Sweat,100000.186.100
20776-1,Caprine parapoxvirus Ab,Caprine parapoxvirus antibody,
20777-9,Caprine parapoxvirus Ab,Caprine parapoxvirus antibody,
20778-7,Copper,Copper,
20780-3,Cryptosporidium sp,Cryptosporidium species,
20781-1,Cryptosporidium sp,Cryptosporidium species,
2078-4,Chloride,Chloride; Urine,100000.114.300
20784-5,Cyanide,Cyanide,
20785-2,Drugs identified,Drug Screen,100000.830.001
20786-0,Drugs identified,Drugs Identified; Tissue Unspecified,
20787-8,Drugs identified,Drugs Identified,
